,AAPL,MSFT,JNJ,XOM,BTC
2021-02-11,0.023160244692147423,0.016996114858770464,0.020351453094941623,0.021507588652926818,0.020192853729005783
2021-02-12,0.019931731944621504,0.017176379194545132,0.020126550258727748,0.021571440413052673,0.020137523738872603
2021-02-15,0.019890321506982025,0.017221747863052105,0.02011686881040598,0.021183522209215162,0.020108969113681464
2021-02-16,0.019921613726964615,0.01682427849410156,0.01994839252517224,0.021138999865737532,0.0193719329547163
2021-02-17,0.019535366097924674,0.01673891894087205,0.01946628387498157,0.02105153075123461,0.019815999578839116
2021-02-18,0.01889216106890913,0.016752973142799964,0.018783971733930722,0.019524348970837498,0.02018958204301892
2021-02-19,0.018128410392842256,0.016456575716365617,0.01879706293316809,0.019816000867663212,0.020150284145862403
2021-02-22,0.018242447405898293,0.015680156517572017,0.018791778511537148,0.019809333605154793,0.01856116284251521
2021-02-23,0.01834964495930474,0.016183088037164253,0.018894106649037505,0.020253464569925942,0.018157034514122122
2021-02-24,0.017953583111549376,0.016588972127021876,0.018446886979368297,0.020306185970917785,0.017834540748907102
2021-02-25,0.0172194018129351,0.016792919397386714,0.01885693541800296,0.020306045561771104,0.017877685376073305
2021-02-26,0.016923237910312795,0.018925822671663768,0.01962434280437962,0.02168482671347523,0.018990723911700973
2021-03-01,0.017048383600184833,0.019258765604170152,0.019329776147374036,0.019098530463337628,0.01868153006548696
2021-03-02,0.01658563972610359,0.019772937105943054,0.01930418376248893,0.019073308718415734,0.019257453481096993
2021-03-03,0.01652795348689904,0.019776526213665886,0.018748159963005176,0.01993088161627618,0.01904862438910726
2021-03-04,0.017078634188067498,0.020180248571642995,0.018698037336260062,0.02066148479785071,0.019191964961892145
2021-03-05,0.017073580888730757,0.020974667159674935,0.01803853464532552,0.01952678197515861,0.019230283102583363
2021-03-08,0.0171433619328102,0.021140136379249507,0.01815883339661985,0.019271343677076423,0.01884601852405281
2021-03-09,0.017079582061135256,0.021277537335574238,0.017573364825528234,0.019376308161430537,0.01994334339106997
2021-03-10,0.017129048701179143,0.021312955108263528,0.017394630438346645,0.01817739819243121,0.019371283808861797
2021-03-11,0.01738188993035382,0.0221889657049265,0.016521300133811777,0.01855111996599198,0.018734801724807182
2021-03-12,0.016745658231615952,0.022052157542178565,0.01658047986694463,0.018414615532420076,0.01765556318593251
2021-03-15,0.016098417283005265,0.022154060253812145,0.01665713745335239,0.01905934348145354,0.01762010148762834
2021-03-16,0.015023973412391964,0.022356932512203647,0.01658705621758594,0.018940242721288688,0.017282318811248264
2021-03-17,0.012665872834847203,0.022208767067967438,0.016294557865545203,0.019275785730783635,0.016724023263191792
2021-03-18,0.012686536584817555,0.021273846923927957,0.01706249642208401,0.01860457708636677,0.016706583717512193
2021-03-19,0.012785241343826057,0.020801426364978084,0.016916658143677543,0.018547271531909177,0.016319296862665457
2021-03-22,0.012788813830236619,0.020849022442404136,0.017290727158283094,0.018476996377158952,0.016415574767742008
2021-03-23,0.012457336460621497,0.01995239043457827,0.01741526277374184,0.01920260289502515,0.016687542440107422
2021-03-24,0.012354676625652141,0.02064549007776993,0.017864425545737733,0.01919450784786703,0.016861385000290125
2021-03-25,0.012082675273342912,0.020651864454413856,0.01805116238311456,0.019317815145362186,0.017184144501839978
2021-03-26,0.01234277760913185,0.020638738415704305,0.018312584650654915,0.02135125565818943,0.01921627310445585
2021-03-29,0.013800855348130935,0.02078025502702071,0.019182082929742515,0.022243163408269616,0.019718393471218985
2021-03-30,0.01463586497908541,0.02078453526713,0.019404243538190917,0.022534329704475695,0.019994499740690622
2021-03-31,0.01523857284499273,0.020813657386024892,0.019566918279748984,0.02208407829745257,0.019942931205074666
2021-04-01,0.015410959581348286,0.020739160372628632,0.020070844561595007,0.022033621473074073,0.019929280508439562
2021-04-02,0.01552718381512507,0.02199994013327989,0.02003048264520886,0.022094566627340485,0.019866384065349723
2021-04-05,0.015455215467096078,0.022176293226703593,0.020200554302781858,0.02289722677218883,0.01945723152721303
2021-04-06,0.015454820282148408,0.021878750919733084,0.02005148639374944,0.023402207543917218,0.019390322036201627
2021-04-07,0.01492190667574202,0.022396847571750672,0.019796219479309207,0.023331704769112994,0.01967908720367061
2021-04-08,0.01524422302473464,0.02203495756480861,0.019795451230181976,0.023616365779933365,0.019424984521762917
2021-04-09,0.015166675216103851,0.020399746358347726,0.01923691725896906,0.02214536078666753,0.019169881770541037
2021-04-12,0.0154969947805307,0.02049033450113288,0.019500011212592233,0.022382068329509196,0.018619477761407027
2021-04-13,0.01569725638219768,0.020125900572307735,0.018696760169430404,0.02226182790950953,0.018613797154863772
2021-04-14,0.01575975350813283,0.021519885741066596,0.018529766241918464,0.02184486852181213,0.019094379259901297
2021-04-15,0.015761174981036026,0.021447777685050483,0.01941192677773233,0.0214087443703949,0.0189924646915909
2021-04-16,0.015606946646269071,0.02054632137925604,0.0187032863128314,0.021374188203199165,0.018988333497608815
2021-04-19,0.015572847333177188,0.02199196230217857,0.01842119390018383,0.021357695970143836,0.018975544301928868
2021-04-20,0.015753562123807654,0.021853801741598372,0.017951151266560727,0.021262783373088966,0.01843341603621089
2021-04-21,0.01611617644192217,0.021993171474397905,0.018305392494650376,0.021253305967748472,0.01829435920814487
2021-04-22,0.015731824128943785,0.019721068165926805,0.018392187908752806,0.020628955276218476,0.01836425056612398
2021-04-23,0.015520858245095411,0.020110462106071557,0.01814897458801619,0.020471989035159927,0.01803610056311614
2021-04-26,0.015444368890606767,0.020770343302690786,0.01868679359969605,0.020572790962253906,0.018184702129810902
2021-04-27,0.014842159731957422,0.019844350485349407,0.01851367532344865,0.021016724730297844,0.018037546642839998
2021-04-28,0.014865591472633414,0.020138781509465263,0.018485177247024878,0.022116746175653318,0.018490650728484978
2021-04-29,0.015584583079572457,0.02015941651195313,0.017628842005678033,0.022652302267043328,0.01860887307147787
2021-04-30,0.016344897671565585,0.02032867280164167,0.0171156554928393,0.023308638792655774,0.020240735349282116
2021-05-03,0.016418702857196675,0.021420991540480463,0.01632486536036822,0.02327869038879677,0.02047614713255481
2021-05-04,0.016421286154981552,0.020964755633738764,0.016322674463219087,0.02476392712930857,0.019951896709171198
2021-05-05,0.016481340198923593,0.020748639294458415,0.0162187124771335,0.02477598050044678,0.020358511983741612
2021-05-06,0.017282386930444527,0.020711264411700823,0.01679046835939058,0.024729965805697283,0.020141417249443017
2021-05-07,0.017396363660532994,0.021460336084062163,0.01766361677328416,0.02250006268141261,0.018536720923625058
2021-05-10,0.015495392570207855,0.021487895850665847,0.01750119972296079,0.02112103558108025,0.018126841831404075
2021-05-11,0.015122328805639268,0.021703217081876936,0.017677299240425243,0.021522175059376696,0.01779428328144345
2021-05-12,0.014915969183260797,0.02155994263599768,0.017405596376295063,0.021699401166267136,0.017330407456992065
2021-05-13,0.014188022486147278,0.022007364823253557,0.017218770672882175,0.021899395957224645,0.016172601533412004
2021-05-14,0.013782510378182674,0.021306456388505535,0.017217519297238033,0.022243069190550798,0.01656951584953849
2021-05-17,0.013593527810334202,0.020831990534595106,0.017144927291377655,0.021155274849689796,0.016680772010925025
2021-05-18,0.013471431689991601,0.019681350056138188,0.017144939000667256,0.019639750915465926,0.01689077220843175
2021-05-19,0.013715259228468916,0.019376692623966695,0.01735539057907701,0.019783709307536562,0.016753556064596078
2021-05-20,0.014779574363281233,0.019671707290709644,0.016814102396119104,0.019187816044277443,0.016798707674418857
2021-05-21,0.014762393801511358,0.02036286049419519,0.0167116085112944,0.019347314949713448,0.016680736195349655
2021-05-24,0.014722475847204902,0.020668610058751844,0.016325096951945863,0.02055630854332875,0.016880620282999585
2021-05-25,0.014480809643461776,0.020530796654379308,0.01631899440153938,0.020872849923288098,0.016733557185706693
2021-05-26,0.014524061000125736,0.019768048454453326,0.016472425532421286,0.02084718496986738,0.017693701585438124
2021-05-27,0.014301146068571058,0.02011603448444997,0.015801423811254434,0.020820553407916668,0.018931006658313557
2021-05-28,0.01427060878521262,0.019973498554866725,0.016630101595137392,0.020831404669478113,0.0187209588192654
2021-05-31,0.014175050663746601,0.018717881614280927,0.016601736573826253,0.021397612808195424,0.018727852249657527
2021-06-01,0.014299085515740854,0.019729712407125035,0.016636555496223747,0.021474088058729406,0.018412978135968365
2021-06-02,0.01401315689544475,0.01993713456359408,0.016192280619159023,0.02147319526459086,0.018316744263177424
2021-06-03,0.014114319724452328,0.020091654598761718,0.016274643335337378,0.021197692584381995,0.018316321819249935
2021-06-04,0.015069898200569231,0.019722948859358453,0.016123234610407818,0.02112604759465905,0.018327573544778847
2021-06-07,0.015323956931899637,0.01908537914226412,0.015941046324846532,0.02119895881192688,0.01796049175182833
2021-06-08,0.01691642446465223,0.019682179979137997,0.016035165715270062,0.020875643561358664,0.018317028332419036
2021-06-09,0.017234998234168113,0.019350407027174995,0.016685281961218143,0.0194296317389628,0.018189934201754684
2021-06-10,0.01638056237998207,0.019363080994846026,0.01697152886486413,0.019019922470965824,0.018318818053840846
2021-06-11,0.015211257251401551,0.019228608838848367,0.01720194613924378,0.01827684344233811,0.017501896661327943
2021-06-14,0.016278213003623018,0.018342262787765507,0.017448584749697266,0.018915181390088343,0.01706633937858326
2021-06-15,0.01669845040056983,0.018770654352482524,0.017189819010561908,0.016530563671292364,0.016650968069335567
2021-06-16,0.017226066488884775,0.01922826359161748,0.01728097431483865,0.017621498272063538,0.01623925658074141
2021-06-17,0.016917144407839226,0.02083601973598623,0.016128553491428645,0.01882305786122285,0.01606363963610063
2021-06-18,0.01881531681096841,0.021165787770525087,0.015369961155296478,0.01850662646986337,0.016198917514898117
2021-06-21,0.01893435930897112,0.021277346294616684,0.016796571376815797,0.0184594164614771,0.01620765646362284
2021-06-22,0.01918873489741319,0.021022538031948736,0.016300188793578693,0.017876055234974476,0.01672660580034504
2021-06-23,0.018751204452482226,0.020856713355424533,0.017047935368704595,0.01777222591274593,0.017504726931567453
2021-06-24,0.018764121326139707,0.02031574804796921,0.016945585034273975,0.018034848069961057,0.01774955918905357
2021-06-25,0.019714496157934885,0.02039545575039096,0.017097503560625237,0.01898434053470366,0.017447601250267886
2021-06-28,0.019900837572766915,0.020229112009737996,0.017115985480988367,0.01901278572862348,0.01747550823896887
2021-06-29,0.019738232297180826,0.020363730639819156,0.017781056917382576,0.021256921911803242,0.01744105193945066
2021-06-30,0.020121471933478782,0.020180098261679318,0.018294428542585037,0.021437638396228614,0.017679335566662506
2021-07-01,0.019521587079828987,0.01988280135921419,0.018159190719736266,0.022210150902683842,0.01826843678371461
2021-07-02,0.020236978209734885,0.01898908007957074,0.017937575786364967,0.022221508360511157,0.01894252119751993
2021-07-05,0.021149941688221853,0.019085701106257246,0.018368429753378896,0.0213498824489958,0.018769352500802555
2021-07-06,0.021391138362526037,0.01898860092587646,0.019351930714373085,0.021045676121455206,0.01847207477981019
2021-07-07,0.02141737046285464,0.018961223422915625,0.019390768297431943,0.022529012214310785,0.017159307700315977
2021-07-08,0.02250714891358145,0.018625576746697965,0.019587576408207463,0.02342679339838343,0.015897939463976427
2021-07-09,0.02295760090274029,0.018881638005705692,0.01919495975946596,0.023647650014814236,0.0158900325072779
2021-07-12,0.022975393039740527,0.018875754003138425,0.01909160718738098,0.023916257641354386,0.01614348527114827
2021-07-13,0.023048340042544673,0.018427311397208053,0.019122938657624246,0.024929863172635423,0.01604551144332081
2021-07-14,0.023978434409805682,0.01818250311698302,0.019114655664147658,0.024924296010604263,0.01664413526310495
2021-07-15,0.02408862268582635,0.018236731837197442,0.020681982771731996,0.02526888585042094,0.017892169869926155
2021-07-16,0.023562139929278025,0.018404250353585245,0.020688895348647207,0.026460589270974413,0.017976963910789914
2021-07-19,0.02331884199602547,0.018472222825892032,0.02078399814255416,0.02661011516510252,0.01818857360807456
2021-07-20,0.022002739946478802,0.018211912384132067,0.0208414809890179,0.02669233627078613,0.01750519417851223
2021-07-21,0.02196756959084853,0.018161027904104277,0.02079798437769686,0.026879605664117102,0.01759557746581501
2021-07-22,0.02204201083819716,0.01810760446912694,0.021251192983948147,0.02682182377800234,0.01725620808725382
2021-07-23,0.022020817594038986,0.01868064652245664,0.02121520282944047,0.026751422467385856,0.01718518698865854
2021-07-26,0.020370640405080652,0.01858985974309683,0.02101937702350107,0.026405784900203757,0.017195093772203598
2021-07-27,0.020355439726538034,0.020128584493844148,0.02106377626409365,0.02669613769258731,0.01770576170491132
2021-07-28,0.020372768046692292,0.019525798438031775,0.02110813048950882,0.026179506752782276,0.017606405130598992
2021-07-29,0.020660156530159988,0.01918847394142761,0.021095820633020432,0.02563351143554463,0.017834313699268967
2021-07-30,0.019913423299903303,0.01817979186680835,0.02086382673072429,0.026035234038930072,0.01779683419978129
2021-08-02,0.020396659876954024,0.017399268343531588,0.01941731135541445,0.026009757728284948,0.018205734849410096
2021-08-03,0.02022062943837837,0.017599410091434533,0.019215072561922817,0.02587120363272716,0.017881380433090815
2021-08-04,0.020419924546919085,0.017449882446909787,0.018595739594005786,0.026290716151095617,0.016818950194466754
2021-08-05,0.021133443794129673,0.01756233486050772,0.0190688033886215,0.026372340954853864,0.01654662759862243
2021-08-06,0.020023806703532553,0.01846881172587123,0.019150901460881137,0.024830080897143676,0.018522846823788453
2021-08-09,0.020186592791264158,0.018460571893412808,0.02180885895646879,0.024927128306653556,0.018277833957378222
2021-08-10,0.020069253486880413,0.01866428218147537,0.021648969818844094,0.023710269704457134,0.018176270315501595
2021-08-11,0.021028007262197515,0.01886414053414722,0.02166078576267804,0.023320205320368288,0.017906409377623854
2021-08-12,0.021799501343561685,0.018899028224811525,0.022143208886396967,0.024205358852617417,0.01795073148114989
2021-08-13,0.02112188062926073,0.0194217740586333,0.022074426053857156,0.025245994077296437,0.01723110512653655
2021-08-16,0.020456343511037697,0.01885386393063375,0.02128619495101296,0.024719614109305243,0.017865761975993016
2021-08-17,0.020191024689980186,0.0196288539383251,0.020107859868479492,0.024705701458355246,0.017729810026484355
2021-08-18,0.020512198101679882,0.01955962511256508,0.01993277323785994,0.023793446516643748,0.017955574865847635
2021-08-19,0.01967877965156441,0.019806741250525364,0.019834297389482215,0.022522839739325236,0.01862110534974442
2021-08-20,0.019315899488685423,0.019748522179823872,0.019614962870104617,0.022745869232319235,0.01889526235241652
2021-08-23,0.019508746109150103,0.01978540442379673,0.01956737299614252,0.022270052150663126,0.019175955322662013
2021-08-24,0.02051606963304826,0.01897509123000128,0.021249273744309984,0.021676546261609496,0.019185526885611225
2021-08-25,0.02006590074520829,0.019323376125014925,0.02125311504911869,0.023321469882249906,0.01859612235090934
2021-08-26,0.021519802297937846,0.01912017116063284,0.020273964230817745,0.02313630495785821,0.01764902438261981
2021-08-27,0.021562808606115348,0.018951729931634576,0.020289907211161022,0.02220516336641285,0.017527980721930358
2021-08-30,0.021673731155465177,0.018921027832587763,0.022781072966604234,0.02149588080216659,0.017766883203234274
2021-08-31,0.022102623874175612,0.018987231644079002,0.022698452232172015,0.0213770735665883,0.01776731054732534
2021-09-01,0.02204755010233936,0.019111494024758004,0.02219126269290014,0.021451074314304912,0.019084697792274077
2021-09-02,0.022117014686273195,0.019214374824835245,0.021827282439441226,0.021449434650291324,0.019673039705072514
2021-09-03,0.02289806907428595,0.018443771319267038,0.02171863513934332,0.02161762093737966,0.01967209643329686
2021-09-06,0.023985873580740485,0.01934017497892758,0.021694582425315943,0.02166175687294888,0.019641366975423884
2021-09-07,0.023960986820685107,0.01719923911000971,0.021700973226572644,0.021553972653057012,0.019280558413266237
2021-09-08,0.02388491044624235,0.017105065246659033,0.02263060086316101,0.021378963657634482,0.01936770206790066
2021-09-09,0.023411739351516084,0.01592539556393692,0.023151389788193106,0.02090931667798138,0.021955904135696168
2021-09-10,0.024052239674844253,0.01673830244709125,0.02313054627385369,0.021006044368254654,0.02190267057733418
2021-09-13,0.02369452500120705,0.01799450648400902,0.023253859362485294,0.021001737566533524,0.021543920201256186
2021-09-14,0.024238741258447355,0.01816054913216809,0.023256649663245314,0.02110065925859861,0.021488979822397156
2021-09-15,0.02414340715256602,0.018618098271885826,0.02341942763210772,0.020491092474364262,0.02236141352779421
2021-09-16,0.023560102056364645,0.018695344034124196,0.02306634012557056,0.020306613125270236,0.022537146600933228
2021-09-17,0.023843056565011032,0.02045136048670348,0.02283943019622153,0.02064013510311709,0.021073339540170575
2021-09-20,0.023520374968254362,0.02054869372426658,0.020677060228977015,0.02203880470611215,0.021089708508602315
2021-09-21,0.0238181270273606,0.02029257312832719,0.02046555076303213,0.021715511186211178,0.021493329497646974
2021-09-22,0.02247425238153134,0.02083864885264362,0.02036385238785636,0.02267455016300246,0.02164792369021953
2021-09-23,0.021751259906427973,0.02185378316510341,0.019647824356557497,0.021451524490314764,0.021431385209398468
2021-09-24,0.021959920236446436,0.022246384041188196,0.019834013270568645,0.020231762076262556,0.02171752322719601
2021-09-27,0.0216891222350878,0.022545323572574823,0.020358750653108628,0.020856607444795148,0.02128033488256822
2021-09-28,0.021478933533711015,0.022084345827543934,0.020280246300939817,0.0208970958867023,0.02208001518457373
2021-09-29,0.02069634345687192,0.022106170008013813,0.020290537895686214,0.021155662273804023,0.021892693912098315
2021-09-30,0.020558645604767972,0.021925170140097098,0.02204859597415579,0.021652361012831255,0.021066872110109335
2021-10-01,0.020401700729203224,0.021893460064577673,0.022067879274061404,0.021135535861536613,0.02071625312461816
2021-10-04,0.01972051383872258,0.022210974832969882,0.02272070179572569,0.021455340837060077,0.020488418601115613
2021-10-05,0.019266468206141137,0.022213647794199085,0.02113492863042497,0.021312169735983873,0.023104892422555135
2021-10-06,0.02075770594753896,0.021928824532015587,0.021358502682281847,0.02080335567309148,0.023229102286298545
2021-10-07,0.019627296234802458,0.022033500944357347,0.022116845582851992,0.021451193062695537,0.023438821202883257
2021-10-08,0.01971085732749793,0.02205571421327383,0.023116943003853977,0.02162566262476822,0.024147159132812217
2021-10-11,0.01946820055920298,0.02219336066618614,0.021934722357597143,0.02189947186752743,0.02592218413433115
2021-10-12,0.018369413818046017,0.02176617810402262,0.022899154988654233,0.022328184290212768,0.026228003883390364
2021-10-13,0.018320343620015254,0.021970785550170468,0.022884746544048602,0.02229320073202252,0.025444513370975242
2021-10-14,0.017225820544971262,0.022614532724485884,0.02292135203467986,0.022300709056558208,0.024642500451175765
2021-10-15,0.017179466290551035,0.022549288045337828,0.022936255247338853,0.022174862453913126,0.02538040988035923
2021-10-18,0.01629841403900829,0.022227621791607095,0.02494637402768851,0.022402065495773196,0.02556362709379805
2021-10-19,0.016337124578462255,0.02345752126504842,0.024815876702577785,0.022149440834416344,0.02641117557300351
2021-10-20,0.016168037224837138,0.023476576284080664,0.023566654368528343,0.02326339203091403,0.02631581773217994
2021-10-21,0.017853576047360806,0.023324359443756746,0.023575681965476016,0.02326400819716723,0.024317066332629783
2021-10-22,0.017179259135993424,0.023047110924979304,0.02371891364067141,0.02278393116524688,0.0249048445227945
2021-10-25,0.01821427694963156,0.021771742038197525,0.023537549367167163,0.023048139110926413,0.024901692607224375
2021-10-26,0.019020104895199483,0.02123909759549299,0.02359233311375433,0.023018190698470074,0.024885694937603366
2021-10-27,0.018755828563170172,0.021678268840206696,0.023451516109822317,0.02307116576690815,0.024046502362212265
2021-10-28,0.018857813613010158,0.02161696202698154,0.02360470135883725,0.023483873545575747,0.023940767488424428
2021-10-29,0.018725077342170163,0.02015162875485032,0.023619422991433353,0.023120063866426597,0.023864105526995735
2021-11-01,0.021891675331206138,0.019976552228910992,0.02345052844947657,0.02199874866011661,0.024010335190903908
2021-11-02,0.021918700654485892,0.020549141984900994,0.02329820499303485,0.02153725553592256,0.02492042148684338
2021-11-03,0.02192400900651351,0.02018379924405042,0.023257253739715874,0.020452903962698016,0.02485711067374145
2021-11-04,0.021936239677687253,0.01938993423391475,0.0232483315407424,0.019933068233231516,0.024936086563822547
2021-11-05,0.02243985187015656,0.01918176300422017,0.023157168515768375,0.020059490256559617,0.024537938612330133
2021-11-08,0.022364675210057753,0.019444785293974313,0.023301715900885235,0.019466202469103865,0.024517719666057043
2021-11-09,0.022446599907366162,0.019385971251190605,0.02330807094773845,0.019674731577814176,0.02475065191835128
2021-11-10,0.022854018680965177,0.019898040821779577,0.02329993337149891,0.019326864375755443,0.024710937477024582
2021-11-11,0.0229451689707761,0.019747276730316177,0.0235802982371538,0.019294666347365614,0.024680754694547398
2021-11-12,0.022972413708760298,0.02081349949883805,0.02376548606895772,0.01934270135578898,0.024413542763669135
2021-11-15,0.02378909129570272,0.02056009806998116,0.0240012568505813,0.01992723632680733,0.024570340288145753
2021-11-16,0.02358649841342554,0.020576794229815374,0.0242296654580425,0.019866971190379865,0.02210789810884327
2021-11-17,0.022475780846477375,0.020658166160215412,0.023945520624217648,0.019674717274692822,0.02209085553663287
2021-11-18,0.023125333010339033,0.021498594094277533,0.023588565840535133,0.018861411608424847,0.022550373796206242
2021-11-19,0.022965380526532644,0.021433843208285938,0.022886860587289053,0.019532374701261554,0.02144842017291933
2021-11-22,0.023192226793059625,0.021251755260471863,0.021731188084914806,0.019429272903740153,0.018342928451038947
2021-11-23,0.02381787436952731,0.021673910387233503,0.020703801484152264,0.019338851494148733,0.01827073727589603
2021-11-24,0.02385532190183085,0.02336293820575716,0.02111566248325952,0.019186212554203975,0.01939315989628721
2021-11-25,0.024117917437621362,0.023088159138644666,0.021142534941927246,0.019942827464869493,0.019418437631618327
2021-11-26,0.02397361592179217,0.02410889194259761,0.021252436909482558,0.02003936885232997,0.019235386426222384
2021-11-29,0.024114079737796393,0.024791387072095186,0.019273970511938923,0.019994201428742298,0.019328885851781965
2021-11-30,0.024562852956292028,0.023820968968698734,0.019306398344950522,0.019956617066521767,0.018697196660674025
2021-12-01,0.02479109456881154,0.02393120400915679,0.019577145064386455,0.018391530119793584,0.018189081325347745
2021-12-02,0.024050606401794704,0.02398212178764146,0.019324498931300206,0.018654237674254247,0.01862347913522884
2021-12-03,0.02393886068001862,0.023618622500438256,0.019349974897864053,0.018468987841255224,0.01773286240046894
2021-12-06,0.02356183569108535,0.02351934880851479,0.01946543505363585,0.018329716684473942,0.017689852073173314
2021-12-07,0.023020358166962927,0.023408941312429085,0.019079457246460138,0.018162213461323982,0.01768477932150252
2021-12-08,0.02307870303118234,0.022854742697844307,0.01907554464848854,0.017736979808504524,0.017771225699178887
2021-12-09,0.023096264418799282,0.02237890868214291,0.018840046664911334,0.01706174998285464,0.018444810089639472
2021-12-10,0.02327555783369315,0.02224992514932628,0.020817837562042217,0.017093326539388953,0.018603478729983747
2021-12-13,0.020276959905490197,0.022433922806510912,0.020571523912642744,0.017184631426926743,0.01891420696292646
2021-12-14,0.01986283037067086,0.022368417501582978,0.02048304797808317,0.017185157775538074,0.017406903728294457
2021-12-15,0.019937769253388672,0.022351004983285162,0.020683291292535915,0.017535180478098527,0.01761406467963995
2021-12-16,0.019729268506753432,0.021980360220138544,0.02076788854402062,0.017449754144840214,0.01762075550105281
2021-12-17,0.018939595512356067,0.021059667298538042,0.022056723036929703,0.01740155640166074,0.018347721012216534
2021-12-20,0.019117930991032154,0.020197185499489585,0.02137015434285073,0.01745642056188202,0.01820895052117154
2021-12-21,0.01904970279100218,0.02110711589491559,0.021498842106819672,0.017259866763432108,0.01726520443541812
2021-12-22,0.018674582357167333,0.020799351782298837,0.02202703245604679,0.01730181569620767,0.017304892562911504
2021-12-23,0.018658030247846544,0.020777197745306522,0.020069537845625117,0.01693792276512656,0.017624592831374356
2021-12-24,0.01857908993288668,0.019965970720104986,0.019651714470085305,0.016507090582341913,0.017675092964291816
2021-12-27,0.01745853953466943,0.021675587347906058,0.018993824854796643,0.01600169320759857,0.017462957843380623
2021-12-28,0.01736746773149117,0.022034032922613047,0.020166224690815332,0.01609955681485064,0.017466946909373948
2021-12-29,0.018325852656846414,0.022247137923012753,0.020475633386542097,0.014541044434935738,0.017436047054406954
2021-12-30,0.017505856191243795,0.02153954754255436,0.01994560727754036,0.014817947923163355,0.01698705181892171
2021-12-31,0.01756743289165624,0.02142974940768524,0.020074048594129836,0.012935230059151022,0.016698369667603505
2022-01-03,0.01759821732009864,0.021480521743970048,0.020279163368343525,0.012665404948781335,0.016787540555435566
2022-01-04,0.016577797214903784,0.021817064543500065,0.020270372184703123,0.012341797326793079,0.0169725383833629
2022-01-05,0.017314813900401186,0.01902960649003821,0.01956546443813757,0.01409329799569724,0.016737348941211348
2022-01-06,0.017806083557905097,0.01924585196608056,0.01918063734939125,0.013078923364102673,0.01683217189725524
2022-01-07,0.01785292238937086,0.01867618315958475,0.01942934834053404,0.015291673020847918,0.01653654683550261
2022-01-10,0.01784407906934975,0.017595032621787986,0.01907985409047683,0.015176080029711145,0.016394866898540788
2022-01-11,0.017507195464377314,0.01814771925282151,0.0191097647443588,0.015232116541407398,0.015995966867456548
2022-01-12,0.017272141311017817,0.018197571977570704,0.019113920569369076,0.01528420200414555,0.016591342858050064
2022-01-13,0.016010179360459134,0.0180684797968206,0.01998013043743321,0.015071188743473107,0.016210260776264723
2022-01-14,0.015573753015510283,0.018631269944319923,0.019587265663321366,0.015628348549552362,0.01628126500328318
2022-01-17,0.01549989536677545,0.019167165808516778,0.019819843436296773,0.016257127203393267,0.016252473608188545
2022-01-18,0.015500159882285931,0.01899486979579263,0.01982895975668504,0.016465782726423617,0.016380705339598574
2022-01-19,0.015585580803084677,0.018388558347796076,0.02054169018594241,0.016556105325385716,0.01639458532180764
2022-01-20,0.015666114573822814,0.01845294165005429,0.020346485336608124,0.01655792497717226,0.015553149865580396
2022-01-21,0.015564911693689796,0.019116285619053586,0.018778278385545723,0.01651719849658854,0.015395213004024874
2022-01-24,0.01629544639555277,0.019193786349635634,0.019293597372203614,0.016835163756523823,0.01486791187638494
2022-01-25,0.016216703161846178,0.0190586754693612,0.01942430866016937,0.01708356675627576,0.014688749210900057
2022-01-26,0.01663143673547817,0.019176897686287917,0.019052328951935045,0.017227032678307837,0.01658971590483555
2022-01-27,0.0168585083002282,0.019329547211576637,0.01904767810855671,0.017438655315567524,0.01648441814985708
2022-01-28,0.017164632022268134,0.01897168189674434,0.017602111092893034,0.017112316562303,0.01533038439836129
2022-01-31,0.01816760004371635,0.018829176741726055,0.017548425098620046,0.01646085359201508,0.015076131024481226
2022-02-01,0.019956784140476892,0.017974052986195886,0.01733109050246347,0.01645870228669142,0.015219632448993561
2022-02-02,0.01960751178702312,0.018006059904571076,0.01660092206741276,0.016492569951733798,0.01523080887186945
2022-02-03,0.01965565520218881,0.018273350144866064,0.017185002297161453,0.01676963662624405,0.015096475066436358
2022-02-04,0.01952589289616298,0.02082652538449258,0.017352122008779548,0.01665040101927176,0.015235023163281554
2022-02-07,0.019635724323907255,0.019303805857490704,0.017023893715896816,0.017273857295243937,0.015193284362868991
2022-02-08,0.019223457195702325,0.019319181460329123,0.01411308337473694,0.01728749902989442,0.01994553467813352
2022-02-09,0.01863577977930013,0.020572673843154907,0.014970092329335643,0.017237639258836954,0.019907967170025846
2022-02-10,0.018362236329886424,0.02072894013500035,0.01458133570001652,0.017379124494442743,0.019614579941920243
2022-02-11,0.019112362759914507,0.020974661170882453,0.015476054874367992,0.017460563193700433,0.02032092170524875
2022-02-14,0.018953026862764427,0.02246917545436889,0.014562711892519576,0.01782321969627345,0.020188990569274375
2022-02-15,0.019002557780305653,0.021937703553112937,0.015118217932187308,0.019711456483528813,0.020362985072626367
2022-02-16,0.018059686873233092,0.021988924844368426,0.01552588140761952,0.01765022176351117,0.019428461650979646
2022-02-17,0.01726041134693779,0.021651995389996032,0.016376388310174447,0.018005782989195907,0.019894664779606185
2022-02-18,0.017264973443589026,0.022086217648291582,0.016785047754653688,0.01665061945668888,0.01986855757746364
2022-02-21,0.017319704794670876,0.022078830394465586,0.01653807934323439,0.016530138048240214,0.019813415296500075
